x1,x2,y,预测y
15.0,40.0,1825.0,1814.9875
15.0,41.0,1906.0,1896.2043
15.0,42.0,1989.0,1979.4421
15.0,43.0,2074.0,2064.6633
15.0,44.0,2161.0,2151.8176
15.0,45.0,2250.0,2240.8418
15.0,46.0,2341.0,2331.6584
15.0,47.0,2434.0,2424.1748
15.0,48.0,2529.0,2518.2825
15.0,49.0,2626.0,2613.8591
16.0,0.0,256.0,247.77339
16.0,1.0,257.0,250.0468
16.0,2.0,260.0,253.85686
16.0,3.0,265.0,259.2998
16.0,4.0,272.0,266.4613
16.0,5.0,281.0,275.41577
16.0,6.0,292.0,286.22894
16.0,7.0,305.0,298.95505
16.0,8.0,320.0,313.63773
16.0,9.0,337.0,330.31232
16.0,10.0,356.0,349.0073
16.0,11.0,377.0,369.73877
16.0,12.0,400.0,392.52045
16.0,13.0,425.0,417.35602
16.0,14.0,452.0,444.24707
16.0,15.0,481.0,473.1899
16.0,16.0,512.0,504.1766
16.0,17.0,545.0,537.19775
16.0,18.0,580.0,572.2425
16.0,19.0,617.0,609.29834
16.0,20.0,656.0,648.3533
16.0,21.0,697.0,689.39526
16.0,22.0,740.0,732.41504
16.0,23.0,785.0,777.4027
16.0,24.0,832.0,824.35315
16.0,25.0,881.0,873.26074
16.0,26.0,932.0,924.1246
16.0,27.0,985.0,976.94586
16.0,28.0,1040.0,1031.7291
16.0,29.0,1097.0,1088.481
16.0,30.0,1156.0,1147.2118
16.0,31.0,1217.0,1207.9318
16.0,32.0,1280.0,1270.6552
16.0,33.0,1345.0,1335.3959
16.0,34.0,1412.0,1402.1705
16.0,35.0,1481.0,1470.9905
16.0,36.0,1552.0,1541.8687
16.0,37.0,1625.0,1614.8151
16.0,38.0,1700.0,1689.8337
16.0,39.0,1777.0,1766.9255
16.0,40.0,1856.0,1846.0826
16.0,41.0,1937.0,1927.2877
16.0,42.0,2020.0,2010.516
16.0,43.0,2105.0,2095.731
16.0,44.0,2192.0,2182.8826
16.0,45.0,2281.0,2271.9077
16.0,46.0,2372.0,2362.7302
16.0,47.0,2465.0,2455.2559
16.0,48.0,2560.0,2549.3792
16.0,49.0,2657.0,2644.9756
17.0,0.0,289.0,280.80252
17.0,1.0,290.0,283.10776
17.0,2.0,293.0,286.9419
17.0,3.0,298.0,292.40216
17.0,4.0,305.0,299.5752
17.0,5.0,314.0,308.5381
17.0,6.0,325.0,319.35538
17.0,7.0,338.0,332.08298
17.0,8.0,353.0,346.76706
17.0,9.0,370.0,363.44174
17.0,10.0,389.0,382.1358
17.0,11.0,410.0,402.86835
17.0,12.0,433.0,425.65112
17.0,13.0,458.0,450.48938
17.0,14.0,485.0,477.38428
17.0,15.0,514.0,506.33282
17.0,16.0,545.0,537.32654
17.0,17.0,578.0,570.3564
17.0,18.0,613.0,605.4109
17.0,19.0,650.0,642.47766
17.0,20.0,689.0,681.54407
17.0,21.0,730.0,722.59894
17.0,22.0,773.0,765.6302
17.0,23.0,818.0,810.63043
17.0,24.0,865.0,857.59106
17.0,25.0,914.0,906.5086
17.0,26.0,965.0,957.3811
17.0,27.0,1018.0,1010.20874
17.0,28.0,1073.0,1064.9976
17.0,29.0,1130.0,1121.7521
17.0,30.0,1189.0,1180.4825
17.0,31.0,1250.0,1241.2008
17.0,32.0,1313.0,1303.9204
17.0,33.0,1378.0,1368.6552
17.0,34.0,1445.0,1435.42
17.0,35.0,1514.0,1504.2296
17.0,36.0,1585.0,1575.0969
17.0,37.0,1658.0,1648.0303
17.0,38.0,1733.0,1723.0371
17.0,39.0,1810.0,1800.1155
17.0,40.0,1889.0,1879.2603
17.0,41.0,1970.0,1960.4547
17.0,42.0,2053.0,2043.6748
17.0,43.0,2138.0,2128.8838
17.0,44.0,2225.0,2216.0317
17.0,45.0,2314.0,2305.057
17.0,46.0,2405.0,2395.882
17.0,47.0,2498.0,2488.4155
17.0,48.0,2593.0,2582.5488
17.0,49.0,2690.0,2678.159
18.0,0.0,324.0,315.9194
18.0,1.0,325.0,318.25757
18.0,2.0,328.0,322.11682
18.0,3.0,333.0,327.59525
18.0,4.0,340.0,334.78134
18.0,5.0,349.0,343.75104
18.0,6.0,360.0,354.5728
18.0,7.0,373.0,367.30255
18.0,8.0,388.0,381.98627
18.0,9.0,405.0,398.66064
18.0,10.0,424.0,417.35373
18.0,11.0,445.0,438.08478
18.0,12.0,468.0,460.86734
18.0,13.0,493.0,485.70728
18.0,14.0,520.0,512.6045
18.0,15.0,549.0,541.55634
18.0,16.0,580.0,572.55585
18.0,17.0,613.0,605.59296
18.0,18.0,648.0,640.6554
18.0,19.0,685.0,677.7302
18.0,20.0,724.0,716.80646
18.0,21.0,765.0,757.8714
18.0,22.0,808.0,800.9131
18.0,23.0,853.0,845.9233
18.0,24.0,900.0,892.89355
18.0,25.0,949.0,941.8192
18.0,26.0,1000.0,992.69867
18.0,27.0,1053.0,1045.5326
18.0,28.0,1108.0,1100.3247
18.0,29.0,1165.0,1157.0817
18.0,30.0,1224.0,1215.8114
18.0,31.0,1285.0,1276.5276
18.0,32.0,1348.0,1339.2427
18.0,33.0,1413.0,1403.9712
18.0,34.0,1480.0,1470.7289
18.0,35.0,1549.0,1539.529
18.0,36.0,1620.0,1610.3864
18.0,37.0,1693.0,1683.3081
18.0,38.0,1768.0,1758.3033
18.0,39.0,1845.0,1835.3705
18.0,40.0,1924.0,1914.5042
18.0,41.0,2005.0,1995.6895
18.0,42.0,2088.0,2078.9011
18.0,43.0,2173.0,2164.103
18.0,44.0,2260.0,2251.247
18.0,45.0,2349.0,2340.27
18.0,46.0,2440.0,2431.0972
18.0,47.0,2533.0,2523.6335
18.0,48.0,2628.0,2617.7732
18.0,49.0,2725.0,2713.3916
19.0,0.0,361.0,353.10538
19.0,1.0,362.0,355.4776
19.0,2.0,365.0,359.36243
19.0,3.0,370.0,364.85986
19.0,4.0,377.0,372.0589
19.0,5.0,386.0,381.0371
19.0,6.0,397.0,391.86298
19.0,7.0,410.0,404.59442
19.0,8.0,425.0,419.27695
19.0,9.0,442.0,435.94955
19.0,10.0,461.0,454.64047
19.0,11.0,482.0,475.36984
19.0,12.0,505.0,498.151
19.0,13.0,530.0,522.9895
19.0,14.0,557.0,549.88824
19.0,15.0,586.0,578.8423
19.0,16.0,617.0,609.8446
19.0,17.0,650.0,642.88605
19.0,18.0,685.0,677.954
19.0,19.0,722.0,715.0357
19.0,20.0,761.0,754.1209
19.0,21.0,802.0,795.1934
19.0,22.0,845.0,838.2438
19.0,23.0,890.0,883.2614
19.0,24.0,937.0,930.23956
19.0,25.0,986.0,979.1722
19.0,26.0,1037.0,1030.0574
19.0,27.0,1090.0,1082.8962
19.0,28.0,1145.0,1137.6901
19.0,29.0,1202.0,1194.4484
19.0,30.0,1261.0,1253.1782
19.0,31.0,1322.0,1313.8923
19.0,32.0,1385.0,1376.6027
19.0,33.0,1450.0,1441.3262
19.0,34.0,1517.0,1508.0759
19.0,35.0,1586.0,1576.8687
19.0,36.0,1657.0,1647.7153
19.0,37.0,1730.0,1720.6283
19.0,38.0,1805.0,1795.6127
19.0,39.0,1882.0,1872.6697
19.0,40.0,1961.0,1951.7937
19.0,41.0,2042.0,2032.9695
19.0,42.0,2125.0,2116.1736
19.0,43.0,2210.0,2201.3694
19.0,44.0,2297.0,2288.5093
19.0,45.0,2386.0,2377.5295
19.0,46.0,2477.0,2468.3547
19.0,47.0,2570.0,2560.8926
19.0,48.0,2665.0,2655.0325
19.0,49.0,2762.0,2750.6536
20.0,0.0,400.0,392.3377
20.0,1.0,401.0,394.7454
20.0,2.0,404.0,398.65775
20.0,3.0,409.0,404.17538
20.0,4.0,416.0,411.38727
20.0,5.0,425.0,420.37393
20.0,6.0,436.0,431.20386
20.0,7.0,449.0,443.93558
20.0,8.0,464.0,458.61737
20.0,9.0,481.0,475.28732
20.0,10.0,500.0,493.97452
20.0,11.0,521.0,514.7006
20.0,12.0,544.0,537.4787
20.0,13.0,569.0,562.3158
20.0,14.0,596.0,589.21246
20.0,15.0,625.0,618.1672
20.0,16.0,656.0,649.17096
20.0,17.0,689.0,682.2146
20.0,18.0,724.0,717.28735
20.0,19.0,761.0,754.3742
20.0,20.0,800.0,793.46375
20.0,21.0,841.0,834.5425
20.0,22.0,884.0,877.5993
20.0,23.0,929.0,922.62335
20.0,24.0,976.0,969.60736
20.0,25.0,1025.0,1018.54504
20.0,26.0,1076.0,1069.435
20.0,27.0,1129.0,1122.2765
20.0,28.0,1184.0,1177.0734
20.0,29.0,1241.0,1233.8319
20.0,30.0,1300.0,1292.5614
20.0,31.0,1361.0,1353.2727
20.0,32.0,1424.0,1415.9801
20.0,33.0,1489.0,1480.6971
20.0,34.0,1556.0,1547.4412
20.0,35.0,1625.0,1616.2258
20.0,36.0,1696.0,1687.0648
20.0,37.0,1769.0,1759.9683
20.0,38.0,1844.0,1834.944
20.0,39.0,1921.0,1911.992
20.0,40.0,2000.0,1991.1073
20.0,41.0,2081.0,2072.2756
20.0,42.0,2164.0,2155.4724
20.0,43.0,2249.0,2240.662
20.0,44.0,2336.0,2327.7964
20.0,45.0,2425.0,2416.8135
20.0,46.0,2516.0,2507.6355
20.0,47.0,2609.0,2600.1702
20.0,48.0,2704.0,2694.308
20.0,49.0,2801.0,2789.927
21.0,0.0,441.0,433.59448
21.0,1.0,442.0,436.03964
21.0,2.0,445.0,439.97998
21.0,3.0,450.0,445.51733
21.0,4.0,457.0,452.74316
21.0,5.0,466.0,461.73804
21.0,6.0,477.0,472.57178
21.0,7.0,490.0,485.30386
21.0,8.0,505.0,499.98373
21.0,9.0,522.0,516.65027
21.0,10.0,541.0,535.3331
21.0,11.0,562.0,556.0546
21.0,12.0,585.0,578.8278
21.0,13.0,610.0,603.6616
21.0,14.0,637.0,630.5561
21.0,15.0,666.0,659.50824
21.0,16.0,697.0,690.5116
21.0,17.0,730.0,723.5562
21.0,18.0,765.0,758.6299
21.0,19.0,802.0,795.72015
21.0,20.0,841.0,834.81354
21.0,21.0,882.0,875.8961
21.0,22.0,925.0,918.9572
21.0,23.0,970.0,963.98596
21.0,24.0,1017.0,1010.974
21.0,25.0,1066.0,1059.9166
21.0,26.0,1117.0,1110.8083
21.0,27.0,1170.0,1163.6523
21.0,28.0,1225.0,1218.4518
21.0,29.0,1282.0,1275.2097
21.0,30.0,1341.0,1333.9376
21.0,31.0,1402.0,1394.6466
21.0,32.0,1465.0,1457.3506
21.0,33.0,1530.0,1522.0632
21.0,34.0,1597.0,1588.8021
21.0,35.0,1666.0,1657.58
21.0,36.0,1737.0,1728.4121
21.0,37.0,1810.0,1801.3081
21.0,38.0,1885.0,1876.2764
21.0,39.0,1962.0,1953.3169
21.0,40.0,2041.0,2032.426
21.0,41.0,2122.0,2113.5867
21.0,42.0,2205.0,2196.7769
21.0,43.0,2290.0,2281.961
21.0,44.0,2377.0,2369.09
21.0,45.0,2466.0,2458.1018
21.0,46.0,2557.0,2548.9185
21.0,47.0,2650.0,2641.4485
21.0,48.0,2745.0,2735.5803
21.0,49.0,2842.0,2831.19
22.0,0.0,484.0,476.85187
22.0,1.0,485.0,479.33502
22.0,2.0,488.0,483.30426
22.0,3.0,493.0,488.8628
22.0,4.0,500.0,496.10223
22.0,5.0,509.0,505.10568
22.0,6.0,520.0,515.94366
22.0,7.0,533.0,528.6758
22.0,8.0,548.0,543.3529
22.0,9.0,565.0,560.0146
22.0,10.0,584.0,578.69244
22.0,11.0,605.0,599.40765
22.0,12.0,628.0,622.1757
22.0,13.0,653.0,647.00385
22.0,14.0,680.0,673.8934
22.0,15.0,709.0,702.84296
22.0,16.0,740.0,733.84436
22.0,17.0,773.0,766.8873
22.0,18.0,808.0,801.96124
22.0,19.0,845.0,839.05206
22.0,20.0,884.0,878.14734
22.0,21.0,925.0,919.2328
22.0,22.0,968.0,962.2963
22.0,23.0,1013.0,1007.3278
22.0,24.0,1060.0,1054.319
22.0,25.0,1109.0,1103.2637
22.0,26.0,1160.0,1154.1586
22.0,27.0,1213.0,1207.0033
22.0,28.0,1268.0,1261.8022
22.0,29.0,1325.0,1318.5603
22.0,30.0,1384.0,1377.2872
22.0,31.0,1445.0,1437.9943
22.0,32.0,1508.0,1500.6948
22.0,33.0,1573.0,1565.4047
22.0,34.0,1640.0,1632.1375
22.0,35.0,1709.0,1700.9111
22.0,36.0,1780.0,1771.7377
22.0,37.0,1853.0,1844.6283
22.0,38.0,1928.0,1919.5903
22.0,39.0,2005.0,1996.6251
22.0,40.0,2084.0,2075.7275
22.0,41.0,2165.0,2156.8838
22.0,42.0,2248.0,2240.0686
22.0,43.0,2333.0,2325.247
22.0,44.0,2420.0,2412.3706
22.0,45.0,2509.0,2501.3765
22.0,46.0,2600.0,2592.187
22.0,47.0,2693.0,2684.7083
22.0,48.0,2788.0,2778.8308
22.0,49.0,2885.0,2874.4277
23.0,0.0,529.0,522.08716
23.0,1.0,530.0,524.6097
23.0,2.0,533.0,528.6089
23.0,3.0,538.0,534.18945
23.0,4.0,545.0,541.4436
23.0,5.0,554.0,550.455
23.0,6.0,565.0,561.2959
23.0,7.0,578.0,574.0287
23.0,8.0,593.0,588.7019
23.0,9.0,610.0,605.359
23.0,10.0,629.0,624.03015
23.0,11.0,650.0,644.73834
23.0,12.0,673.0,667.4998
23.0,13.0,698.0,692.32117
23.0,14.0,725.0,719.20496
23.0,15.0,754.0,748.1492
23.0,16.0,785.0,779.1467
23.0,17.0,818.0,812.18744
23.0,18.0,853.0,847.2598
23.0,19.0,890.0,884.3502
23.0,20.0,929.0,923.4454
23.0,21.0,970.0,964.5308
23.0,22.0,1013.0,1007.5965
23.0,23.0,1058.0,1052.629
23.0,24.0,1105.0,1099.6213
23.0,25.0,1154.0,1148.5671
23.0,26.0,1205.0,1199.4633
23.0,27.0,1258.0,1252.309
23.0,28.0,1313.0,1307.108
23.0,29.0,1370.0,1363.8658
23.0,30.0,1429.0,1422.5913
23.0,31.0,1490.0,1483.2969
23.0,32.0,1553.0,1545.9951
23.0,33.0,1618.0,1610.7018
23.0,34.0,1685.0,1677.4315
23.0,35.0,1754.0,1746.201
23.0,36.0,1825.0,1817.0245
23.0,37.0,1898.0,1889.9109
23.0,38.0,1973.0,1964.8683
23.0,39.0,2050.0,2041.8993
23.0,40.0,2129.0,2120.9978
23.0,41.0,2210.0,2202.15
23.0,42.0,2293.0,2285.331
23.0,43.0,2378.0,2370.5046
23.0,44.0,2465.0,2457.6228
23.0,45.0,2554.0,2546.6226
23.0,46.0,2645.0,2637.4258
23.0,47.0,2738.0,2729.937
23.0,48.0,2833.0,2824.0454
23.0,49.0,2930.0,2919.6262
24.0,0.0,576.0,569.28033
24.0,1.0,577.0,571.8422
24.0,2.0,580.0,575.8732
24.0,3.0,585.0,581.4764
24.0,4.0,592.0,588.745
24.0,5.0,601.0,597.76526
24.0,6.0,612.0,608.6098
24.0,7.0,625.0,621.34143
24.0,8.0,640.0,636.0123
24.0,9.0,657.0,652.6637
24.0,10.0,676.0,671.32745
24.0,11.0,697.0,692.0274
24.0,12.0,720.0,714.7804
24.0,13.0,745.0,739.594
24.0,14.0,772.0,766.4716
24.0,15.0,801.0,795.409
24.0,16.0,832.0,826.40076
24.0,17.0,865.0,859.4377
24.0,18.0,900.0,894.5061
24.0,19.0,937.0,931.594
24.0,20.0,976.0,970.6874
24.0,21.0,1017.0,1011.7735
24.0,22.0,1060.0,1054.8378
24.0,23.0,1105.0,1099.871
24.0,24.0,1152.0,1146.8641
24.0,25.0,1201.0,1195.8104
24.0,26.0,1252.0,1246.7068
24.0,27.0,1305.0,1299.5532
24.0,28.0,1360.0,1354.3518
24.0,29.0,1417.0,1411.1093
24.0,30.0,1476.0,1469.8345
24.0,31.0,1537.0,1530.5383
24.0,32.0,1600.0,1593.2357
24.0,33.0,1665.0,1657.9407
24.0,34.0,1732.0,1724.6694
24.0,35.0,1801.0,1793.437
24.0,36.0,1872.0,1864.2571
24.0,37.0,1945.0,1937.1426
24.0,38.0,2020.0,2012.0983
24.0,39.0,2097.0,2089.1267
24.0,40.0,2176.0,2168.2234
24.0,41.0,2257.0,2249.373
24.0,42.0,2340.0,2332.5508
24.0,43.0,2425.0,2417.7217
24.0,44.0,2512.0,2504.8352
24.0,45.0,2601.0,2593.8284
24.0,46.0,2692.0,2684.622
24.0,47.0,2785.0,2777.1208
24.0,48.0,2880.0,2871.2136
24.0,49.0,2977.0,2966.7732
25.0,0.0,625.0,618.41266
25.0,1.0,626.0,621.0179
25.0,2.0,629.0,625.07996
25.0,3.0,634.0,630.70526
25.0,4.0,641.0,637.9909
25.0,5.0,650.0,647.0199
25.0,6.0,661.0,657.86865
25.0,7.0,674.0,670.5992
25.0,8.0,689.0,685.2659
25.0,9.0,706.0,701.9103
25.0,10.0,725.0,720.5674
25.0,11.0,746.0,741.25903
25.0,12.0,769.0,764.00275
25.0,13.0,794.0,788.8072
25.0,14.0,821.0,815.67584
25.0,15.0,850.0,844.60547
25.0,16.0,881.0,875.591
25.0,17.0,914.0,908.6224
25.0,18.0,949.0,943.6867
25.0,19.0,986.0,980.77106
25.0,20.0,1025.0,1019.8616
25.0,21.0,1066.0,1060.9454
25.0,22.0,1109.0,1104.0085
25.0,23.0,1154.0,1149.0415
25.0,24.0,1201.0,1196.0337
25.0,25.0,1250.0,1244.9802
25.0,26.0,1301.0,1295.8765
25.0,27.0,1354.0,1348.7229
25.0,28.0,1409.0,1403.5221
25.0,29.0,1466.0,1460.2798
25.0,30.0,1525.0,1519.0048
25.0,31.0,1586.0,1579.7086
25.0,32.0,1649.0,1642.406
25.0,33.0,1714.0,1707.1106
25.0,34.0,1781.0,1773.8395
25.0,35.0,1850.0,1842.6073
25.0,36.0,1921.0,1913.428
25.0,37.0,1994.0,1986.3129
25.0,38.0,2069.0,2061.2698
25.0,39.0,2146.0,2138.299
25.0,40.0,2225.0,2217.3955
25.0,41.0,2306.0,2298.5447
25.0,42.0,2389.0,2381.7227
25.0,43.0,2474.0,2466.89
25.0,44.0,2561.0,2553.9995
25.0,45.0,2650.0,2642.9863
25.0,46.0,2741.0,2733.77
25.0,47.0,2834.0,2826.2551
25.0,48.0,2929.0,2920.3286
25.0,49.0,3026.0,3015.863
26.0,0.0,676.0,669.47253
26.0,1.0,677.0,672.12067
26.0,2.0,680.0,676.2162
26.0,3.0,685.0,681.86597
26.0,4.0,692.0,689.1675
26.0,5.0,701.0,698.2063
26.0,6.0,712.0,709.0582
26.0,7.0,725.0,721.78876
26.0,8.0,740.0,736.45123
26.0,9.0,757.0,753.0895
26.0,10.0,776.0,771.73737
26.0,11.0,797.0,792.41956
26.0,12.0,820.0,815.15356
26.0,13.0,845.0,839.9484
26.0,14.0,872.0,866.8075
26.0,15.0,901.0,895.72955
26.0,16.0,932.0,926.7071
26.0,17.0,965.0,959.73126
26.0,18.0,1000.0,994.7901
26.0,19.0,1037.0,1031.8695
26.0,20.0,1076.0,1070.9569
26.0,21.0,1117.0,1112.0375
26.0,22.0,1160.0,1155.0988
26.0,23.0,1205.0,1200.1301
26.0,24.0,1252.0,1247.1215
26.0,25.0,1301.0,1296.0679
26.0,26.0,1352.0,1346.9644
26.0,27.0,1405.0,1399.8112
26.0,28.0,1460.0,1454.6106
26.0,29.0,1517.0,1511.3689
26.0,30.0,1576.0,1570.0952
26.0,31.0,1637.0,1630.8005
26.0,32.0,1700.0,1693.4994
26.0,33.0,1765.0,1758.206
26.0,34.0,1832.0,1824.9369
26.0,35.0,1901.0,1893.7062
26.0,36.0,1972.0,1964.5305
26.0,37.0,2045.0,2037.4186
26.0,38.0,2120.0,2112.378
26.0,39.0,2197.0,2189.4104
26.0,40.0,2276.0,2268.5098
26.0,41.0,2357.0,2349.6614
26.0,42.0,2440.0,2432.839
26.0,43.0,2525.0,2518.007
26.0,44.0,2612.0,2605.1138
26.0,45.0,2701.0,2694.093
26.0,46.0,2792.0,2784.8674
26.0,47.0,2885.0,2877.337
26.0,48.0,2980.0,2971.39
26.0,49.0,3077.0,3066.8955
27.0,0.0,729.0,722.4502
27.0,1.0,730.0,725.1436
27.0,2.0,733.0,729.2744
27.0,3.0,738.0,734.949
27.0,4.0,745.0,742.26697
27.0,5.0,754.0,751.3162
27.0,6.0,765.0,762.1722
27.0,7.0,778.0,774.9024
27.0,8.0,793.0,789.5604
27.0,9.0,810.0,806.19147
27.0,10.0,829.0,824.8306
27.0,11.0,850.0,845.5034
27.0,12.0,873.0,868.22675
27.0,13.0,898.0,893.0116
27.0,14.0,925.0,919.8607
27.0,15.0,954.0,948.7727
27.0,16.0,985.0,979.7417
27.0,17.0,1018.0,1012.7586
27.0,18.0,1053.0,1047.811
27.0,19.0,1090.0,1084.8851
27.0,20.0,1129.0,1123.9683
27.0,21.0,1170.0,1165.0453
27.0,22.0,1213.0,1208.1042
27.0,23.0,1258.0,1253.1335
27.0,24.0,1305.0,1300.1241
27.0,25.0,1354.0,1349.0698
27.0,26.0,1405.0,1399.9667
27.0,27.0,1458.0,1452.8146
27.0,28.0,1513.0,1507.6151
27.0,29.0,1570.0,1564.3749
27.0,30.0,1629.0,1623.1044
27.0,31.0,1690.0,1683.8123
27.0,32.0,1753.0,1746.5142
27.0,33.0,1818.0,1811.2246
27.0,34.0,1885.0,1877.9602
27.0,35.0,1954.0,1946.7356
27.0,36.0,2025.0,2017.5645
27.0,37.0,2098.0,2090.4585
27.0,38.0,2173.0,2165.424
27.0,39.0,2250.0,2242.4634
27.0,40.0,2329.0,2321.568
27.0,41.0,2410.0,2402.724
27.0,42.0,2493.0,2485.9055
27.0,43.0,2578.0,2571.0737
27.0,44.0,2665.0,2658.178
27.0,45.0,2754.0,2747.1528
27.0,46.0,2845.0,2837.9163
27.0,47.0,2938.0,2930.3706
27.0,48.0,3033.0,3024.3994
27.0,49.0,3130.0,3119.873
28.0,0.0,784.0,777.344
28.0,1.0,785.0,780.0846
28.0,2.0,788.0,784.25037
28.0,3.0,793.0,789.95197
28.0,4.0,800.0,797.28784
28.0,5.0,809.0,806.347
28.0,6.0,820.0,817.2081
28.0,7.0,833.0,829.9378
28.0,8.0,848.0,844.5925
28.0,9.0,865.0,861.2162
28.0,10.0,884.0,879.8471
28.0,11.0,905.0,900.5091
28.0,12.0,928.0,923.222
28.0,13.0,953.0,947.9952
28.0,14.0,980.0,974.8336
28.0,15.0,1009.0,1003.7363
28.0,16.0,1040.0,1034.6958
28.0,17.0,1073.0,1067.7045
28.0,18.0,1108.0,1102.75
28.0,19.0,1145.0,1139.818
28.0,20.0,1184.0,1178.8959
28.0,21.0,1225.0,1219.9696
28.0,22.0,1268.0,1263.026
28.0,23.0,1313.0,1308.0532
28.0,24.0,1360.0,1355.0438
28.0,25.0,1409.0,1403.9891
28.0,26.0,1460.0,1454.8871
28.0,27.0,1513.0,1507.7362
28.0,28.0,1568.0,1562.5396
28.0,29.0,1625.0,1619.3033
28.0,30.0,1684.0,1678.0356
28.0,31.0,1745.0,1738.749
28.0,32.0,1808.0,1801.456
28.0,33.0,1873.0,1866.1733
28.0,34.0,1940.0,1932.9163
28.0,35.0,2009.0,2001.6998
28.0,36.0,2080.0,2072.537
28.0,37.0,2153.0,2145.4402
28.0,38.0,2228.0,2220.415
28.0,39.0,2305.0,2297.463
28.0,40.0,2384.0,2376.577
28.0,41.0,2465.0,2457.7402
28.0,42.0,2548.0,2540.9268
28.0,43.0,2633.0,2626.0984
28.0,44.0,2720.0,2713.2034
28.0,45.0,2809.0,2802.1736
28.0,46.0,2900.0,2892.9263
28.0,47.0,2993.0,2985.3628
28.0,48.0,3088.0,3079.3677
28.0,49.0,3185.0,3174.8074
29.0,0.0,841.0,834.1559
29.0,1.0,842.0,836.94525
29.0,2.0,845.0,841.1488
29.0,3.0,850.0,846.87787
29.0,4.0,857.0,854.23285
29.0,5.0,866.0,863.3036
29.0,6.0,877.0,874.17035
29.0,7.0,890.0,886.89996
29.0,8.0,905.0,901.55054
29.0,9.0,922.0,918.1675
29.0,10.0,941.0,936.7887
29.0,11.0,962.0,957.4407
29.0,12.0,985.0,980.14264
29.0,13.0,1010.0,1004.9041
29.0,14.0,1037.0,1031.7322
29.0,15.0,1066.0,1060.6238
29.0,16.0,1097.0,1091.5742
29.0,17.0,1130.0,1124.5735
29.0,18.0,1165.0,1159.6119
29.0,19.0,1202.0,1196.6742
29.0,20.0,1241.0,1235.7471
29.0,21.0,1282.0,1276.8173
29.0,22.0,1325.0,1319.8711
29.0,23.0,1370.0,1364.8967
29.0,24.0,1417.0,1411.8868
29.0,25.0,1466.0,1460.833
29.0,26.0,1517.0,1511.7324
29.0,27.0,1570.0,1564.5841
29.0,28.0,1625.0,1619.3923
29.0,29.0,1682.0,1676.16
29.0,30.0,1741.0,1734.8987
29.0,31.0,1802.0,1795.6189
29.0,32.0,1865.0,1858.335
29.0,33.0,1930.0,1923.061
29.0,34.0,1997.0,1989.8145
29.0,35.0,2066.0,2058.6086
29.0,36.0,2137.0,2129.4587
29.0,37.0,2210.0,2202.3743
29.0,38.0,2285.0,2277.362
29.0,39.0,2362.0,2354.4226
29.0,40.0,2441.0,2433.5474
29.0,41.0,2522.0,2514.722
29.0,42.0,2605.0,2597.917
29.0,43.0,2690.0,2683.0945
29.0,44.0,2777.0,2770.2002
29.0,45.0,2866.0,2859.166
29.0,46.0,2957.0,2949.909
29.0,47.0,3050.0,3042.3289
29.0,48.0,3145.0,3136.3057
29.0,49.0,3242.0,3231.7092
30.0,0.0,900.0,892.8965
30.0,1.0,901.0,895.73645
30.0,2.0,904.0,899.97906
30.0,3.0,909.0,905.73663
30.0,4.0,916.0,913.1117
30.0,5.0,925.0,922.1956
30.0,6.0,936.0,933.0671
30.0,7.0,949.0,945.7973
30.0,8.0,964.0,960.44446
30.0,9.0,981.0,977.05505
30.0,10.0,1000.0,995.66724
30.0,11.0,1021.0,1016.3091
30.0,12.0,1044.0,1038.9993
30.0,13.0,1069.0,1063.7498
30.0,14.0,1096.0,1090.5667
30.0,15.0,1125.0,1119.4473
30.0,16.0,1156.0,1150.3882
30.0,17.0,1189.0,1183.3794
30.0,18.0,1224.0,1218.4093
30.0,19.0,1261.0,1255.4657
30.0,20.0,1300.0,1294.5333
30.0,21.0,1341.0,1335.5994
30.0,22.0,1384.0,1378.6517
30.0,23.0,1429.0,1423.6766
30.0,24.0,1476.0,1470.6667
30.0,25.0,1525.0,1519.6152
30.0,26.0,1576.0,1570.5171
30.0,27.0,1629.0,1623.3737
30.0,28.0,1684.0,1678.1868
30.0,29.0,1741.0,1734.9617
30.0,30.0,1800.0,1793.7086
30.0,31.0,1861.0,1854.4391
30.0,32.0,1924.0,1917.166
30.0,33.0,1989.0,1981.905
30.0,34.0,2056.0,2048.6711
30.0,35.0,2125.0,2117.4805
30.0,36.0,2196.0,2188.3455
30.0,37.0,2269.0,2261.2778
30.0,38.0,2344.0,2336.282
30.0,39.0,2421.0,2413.3582
30.0,40.0,2500.0,2492.4988
30.0,41.0,2581.0,2573.6863
30.0,42.0,2664.0,2656.8923
30.0,43.0,2749.0,2742.078
30.0,44.0,2836.0,2829.1865
30.0,45.0,2925.0,2918.1501
30.0,46.0,3016.0,3008.8835
30.0,47.0,3109.0,3101.2844
30.0,48.0,3204.0,3195.2346
30.0,49.0,3301.0,3290.5989
31.0,0.0,961.0,953.5795
31.0,1.0,962.0,956.47235
31.0,2.0,965.0,960.7559
31.0,3.0,970.0,966.54395
31.0,4.0,977.0,973.9401
31.0,5.0,986.0,983.0366
31.0,6.0,997.0,993.91534
31.0,7.0,1010.0,1006.6471
31.0,8.0,1025.0,1021.291
31.0,9.0,1042.0,1037.895
31.0,10.0,1061.0,1056.4988
31.0,11.0,1082.0,1077.1295
31.0,12.0,1105.0,1099.8086
31.0,13.0,1130.0,1124.5481
31.0,14.0,1157.0,1151.3534
